,Method,Overlap,Overlap (Standardized Difference of Means),Relative CATE Error (percentage)
13361,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",99.26054867802321
13362,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",28.299014311596522
13363,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",23.425573894582634
13364,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",80.38029730674324
13365,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",62.07322635716839
13366,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",23.5905760814416
13367,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",23.503424994664808
13368,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",2.157914838868558
13369,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",5.8578075352726895
13370,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",20.95009024665619
13371,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",65.01722975026084
13372,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",59.67485394991247
13373,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",114.75650378220979
13374,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",51.73086338389867
13375,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",57.2558263838975
13376,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",21.059471416420394
13377,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",22.737851189726378
13378,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",15.339933391189998
13379,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",52.80297560584567
13380,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",35.03610985479796
13381,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",99.58687845867233
13382,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",17.58644284829239
13383,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",41.05956270854608
13384,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",10.237891262507311
13385,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",102.26843181565461
13386,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",28.780646032517428
13387,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",13.804941776245027
13388,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",72.28675239426818
13389,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",79.0991955232796
13390,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",29.73294669637089
13391,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",50.42884569562995
13392,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",62.308929261154866
13393,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",1.9097740413310333
13394,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",7.972525252594591
13395,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",70.36151889626235
13396,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",35.66747434718031
13397,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",29.575943879088506
13398,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",4.537986498197236
13399,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",117.58642709000517
13400,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",38.889394812698455
13401,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",71.32240585592187
13402,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",19.80438055450492
13403,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",9.37466549951437
13404,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",43.95534976906486
13405,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",12.80441409403581
13406,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",3.4994374159262085
13407,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",2.569491731216745
13408,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",74.04107598900943
13409,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",12.882754245451677
13410,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",56.205264459798656
13411,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",107.31075767646227
13412,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",31.325602457098906
13413,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",88.81045890693923
13414,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",19.66861475896302
13415,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",9.219963972550609
13416,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",29.861371662778286
13417,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",32.43454935167263
13418,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",58.83012362846242
13419,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",70.05461027324492
13420,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",23.61434008148344
13421,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",141.77604039090488
13422,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",41.96945747633924
13423,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",50.461696175248214
13424,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",22.59664371055577
13425,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",36.64990601455244
13426,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",40.05659336247599
13427,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",22.805568891629687
13428,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",78.94660644449544
13429,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",1.6371317155408853
13430,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",6.842902045843363
13431,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",64.45570372788895
13432,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",36.06785331774429
13433,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",57.42190684151378
13434,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",31.217579640801908
13435,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",14.343051867434776
13436,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",80.72877707987914
13437,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",41.855661117546894
13438,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",18.250351883976975
13439,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",63.05966242508728
13440,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",65.99064748245024
13441,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",46.35081932034705
13442,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",4.456987686476583
13443,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",96.32730654323318
13444,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",59.97935740112268
13445,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",72.94502670854266
13446,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",4.674710787813504
13447,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",24.52325845075859
13448,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",29.52438929338835
13449,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",77.19519583468235
13450,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",34.98608838661571
13451,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",102.84126704904264
13452,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",61.44087602319509
13453,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",17.740236827140084
13454,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",43.248731820274465
13455,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",10.093377022874908
13456,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",18.672997565549274
13457,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",10.466344219840062
13458,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",11.818040047391856
13459,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",30.041380166406977
13460,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",117.61962709548541
13461,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",1.0728461959688451
13462,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",81.02188735122553
13463,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",10.66333559225001
13464,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",33.75026253326598
13465,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",37.77906230952896
13466,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",19.400779712239633
13467,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",140.74934121206593
13468,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",37.4863270694111
13469,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",19.706975268062603
13470,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",26.72157581545337
13471,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",22.291317740422393
13472,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",98.77223968210343
13473,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",17.59514256227629
13474,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",70.16201187989107
13475,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",21.34715800962533
13476,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",79.45468908629685
13477,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",93.38575793096236
13478,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",1.875334142809451
13479,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",8.46008486349825
13480,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",55.82817497357143
13481,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",44.2080085049444
13482,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",5.050147361827634
13483,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",4.964257841421034
13484,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",30.40976686595855
13485,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",0.3017447903482665
13486,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",54.59794134798822
13487,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",17.52200439886693
13488,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",44.96488203193542
13489,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",15.866258326427465
13490,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",124.02189376296286
13491,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",5.918051017479923
13492,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",33.86363401747332
13493,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",34.49599505910015
13494,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",38.1160634225074
13495,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",31.011097434592156
13496,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",79.93547622671502
13497,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",7.417537357301264
13498,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",28.31383207465316
13499,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",79.30797150037284
13500,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",91.73364672288729
13501,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",55.618444570445256
13502,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",2.325458342061021
13503,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",14.10385478046866
13504,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",32.6085523198611
13505,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",219.98426601228317
13506,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",51.61503390970547
13507,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",90.01413158359306
13508,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",99.19064472617232
13509,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",49.34146707265882
13510,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",73.09991444115083
13511,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",82.18171965598195
13512,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",11.973687721886899
13513,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",64.51392465034199
13514,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",89.89885662566014
13515,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",37.05000801301593
13516,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",146.10349431917362
13517,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",42.40149687913853
13518,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",29.044251425832524
13519,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",16.50111193873022
13520,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",1.537618486238562
13521,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",43.852008943611345
13522,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",33.71770383832714
13523,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",41.97535579104432
13524,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",40.34943932386689
13525,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",48.40650026498128
13526,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",40.50818936809703
13527,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",23.11320179517717
13528,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",12.237863047605444
13529,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",46.00183835854695
13530,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",104.60703565045932
13531,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",13.231449031061759
13532,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",48.08010920805666
13533,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",47.371222371690756
13534,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",4.2641312546077605
13535,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",154.79527547741375
13536,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",147.66340488131564
13537,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",34.178005330593784
13538,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",21.320466116694938
13539,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",100.36036185551677
13540,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",13.416129264822285
13541,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",24.484210970042206
13542,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",63.209570651328264
13543,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",138.22775242997315
13544,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",5.995504664977064
13545,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",13.554099804608635
13546,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",13.602353254985935
13547,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",91.48764732521137
13548,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",105.7188895089805
13549,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",22.14994233333316
13550,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",84.55445291162356
13551,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",60.107377669419435
13552,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",106.91312901266028
13553,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",65.06067119782242
13554,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",77.98396641687533
13555,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",28.373341949180237
13556,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",58.42139837470717
13557,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",48.83019556878654
13558,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",18.50025866614797
13559,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",20.6538571209605
13560,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",65.79925812243195
13561,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",137.36835710122966
13562,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",11.349799434321739
13563,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",39.89239910510707
13564,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",29.67089252503638
13565,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",51.490272009461556
13566,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",83.36531651699785
13567,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",48.910239708075274
13568,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",9.170836161762074
13569,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",70.47919680031596
13570,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",78.51457892729937
13571,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",47.60171891234423
13572,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",142.37137051099583
13573,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",5.492051880877753
13574,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",79.43836974492558
13575,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",31.98354027618941
13576,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",0.5669130398736306
13577,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",28.849529498525634
13578,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",52.07455368783456
13579,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",29.020526257786113
13580,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",34.847759369042166
13581,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",59.171278624623234
13582,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",13.886740286523125
13583,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",44.62613900499723
13584,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",69.12659857240803
13585,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",3.1646944727765325
13586,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",54.594488417770094
13587,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",10.836665800424576
13588,BART,"0.905
 ($\epsilon_t$ = 1.00)","0.905
 ($\epsilon_t$ = 1.00)",27.93023557684849
