,Method,Overlap,Overlap (Standardized Difference of Means),Relative CATE Error (percentage)
6076,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",18.311965209763606
6077,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",27.485599276957807
6078,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",10.489637265003719
6079,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",13.185286569683116
6080,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",65.31652941730546
6081,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",20.170580231299365
6082,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",21.785342580039675
6083,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",36.71116509091537
6084,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",19.97985261593827
6085,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",19.251760118248967
6086,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",40.6021667138999
6087,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",36.220514961259106
6088,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",47.11068789397505
6089,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",13.454207589543904
6090,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",8.895930588077116
6091,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",36.139619654008236
6092,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",4.8518245892081495
6093,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",111.69934656412117
6094,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",72.86754632247886
6095,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",37.062011399212835
6096,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",16.592218207498753
6097,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",22.635179358889474
6098,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",17.66107449038352
6099,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",0.520835514837486
6100,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",51.45788112534857
6101,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",0.3684145647034336
6102,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",13.681730546340413
6103,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",22.48440750715871
6104,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",38.36613680423444
6105,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",26.362753234801385
6106,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",0.5240817729654217
6107,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",63.55125487984638
6108,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",12.077985299144052
6109,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",36.523691500926596
6110,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",69.77168950079414
6111,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",1.68100151528695
6112,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",8.830805823039825
6113,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",208.90538156778686
6114,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",0.6541095569646703
6115,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",20.834233693672083
6116,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",73.2240939237723
6117,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",11.53950581790494
6118,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",34.188116264731875
6119,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",66.09412029372992
6120,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",2.883571568680087
6121,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",64.46247520411846
6122,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",14.03987071002922
6123,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",26.973644681170427
6124,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",10.114675999345847
6125,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",42.31589649310741
6126,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",13.01820962830115
6127,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",20.49988065650975
6128,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",14.596102177322337
6129,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",69.8004286277401
6130,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",9.836645497462339
6131,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",7.381231244408094
6132,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",109.45695190900156
6133,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",32.312834921535845
6134,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",4.81822571285976
6135,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",26.285077179492845
6136,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",35.531445602708466
6137,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",2.073483638175148
6138,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",37.66557565772913
6139,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",3.9909024526671555
6140,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",23.27754422577088
6141,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",17.824334591933194
6142,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",6.119424956513964
6143,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",42.85758742961775
6144,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",35.5865593771336
6145,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",7.321701208703346
6146,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",3.442512161011172
6147,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",55.48038726931893
6148,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",1.5402685678980312
6149,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",5.7954000752177075
6150,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",14.135113237359908
6151,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",2.825258457693207
6152,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",25.331312480356726
6153,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",26.75899473410824
6154,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",30.315280348329775
6155,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",34.141853112112095
6156,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",74.8353228519597
6157,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",87.66011457864626
6158,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",52.416711878537456
6159,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",36.319119533180206
6160,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",67.42224333105769
6161,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",22.71267787811598
6162,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",10.603646723295466
6163,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",52.092698153971696
6164,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",34.92944612384717
6165,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",56.92859373412896
6166,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",62.691653010595005
6167,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",12.155945442709744
6168,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",2.617873061824933
6169,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",52.148619763245286
6170,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",6.595130074807985
6171,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",32.001894515100275
6172,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",58.785325275741144
6173,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",12.808655884024875
6174,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",23.63392309370308
6175,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",15.154782289163515
6176,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",63.188139005731735
6177,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",8.769955043210668
6178,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",12.158435937674176
6179,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",91.7318855127764
6180,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",80.20575598675117
6181,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",49.230362656803585
6182,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",89.15658085316161
6183,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",12.327417731494235
6184,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",14.817842915282531
6185,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",27.283398338945492
6186,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",5.143587213179101
6187,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",17.064788236160044
6188,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",10.109243883287585
6189,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",3.8659028507139106
6190,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",40.03546236076039
6191,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",8.429717978610133
6192,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",60.21032060231819
6193,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",26.79914417898013
6194,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",5.7518719730440955
6195,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",199.39782505645712
6196,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",11.971936928623537
6197,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",16.03282033748916
6198,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",40.663216719866796
6199,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",22.060133466473133
6200,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",1.2378393574348636
6201,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",61.65409478468319
6202,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",1.3490351710133326
6203,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",8.56234744288278
6204,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",0.27518073928178993
6205,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",42.394901051510224
6206,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",53.90527796249658
6207,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",22.847190579823543
6208,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",113.80353059343614
6209,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",5.466144469902826
6210,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",4.760507427356442
6211,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",8.653739646461437
6212,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",34.173429572901185
6213,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",30.393210141458905
6214,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",39.24493313186764
6215,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",2.3656378200240273
6216,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",52.511108476257185
6217,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",6.213969929098107
6218,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",4.544739074689374
6219,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",7.680874917869264
6220,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",0.32954342873228526
6221,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",25.740525167423485
6222,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",89.4249580390898
6223,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",82.83683153627098
6224,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",0.6823567949320083
6225,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",5.770312421362752
6226,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",42.05957017976821
6227,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",14.023454668324945
6228,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",27.383568508490686
6229,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",116.86745349825878
6230,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",46.21819737462218
6231,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",17.037658903918327
6232,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",22.471628820605126
6233,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",6.139105332000136
6234,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",6.6549440972104845
6235,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",6.175576815258155
6236,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",3.576781258364207
6237,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",9.44170153470693
6238,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",7.287323686175752
6239,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",62.521784491498146
6240,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",1.6570093187804849
6241,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",9.636953262710781
6242,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",143.8561924172748
6243,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",63.10969658679079
6244,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",9.201794487071576
6245,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",23.931428446185567
6246,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",45.682764560986286
6247,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",94.0328348350287
6248,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",24.279645347189287
6249,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",18.656738660935886
6250,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",46.91544975085234
6251,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",6.007079075558449
6252,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",19.11505181687821
6253,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",0.13922330764863272
6254,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",52.734816131842045
6255,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",48.03538329431638
6256,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",22.94861046741
6257,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",2.0781821866773202
6258,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",7.472461710493285
6259,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",2.5078282558169933
6260,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",62.14028860730691
6261,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",51.7018411515787
6262,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",18.206942703997793
6263,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",82.9831409048165
6264,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",4.9314586405340615
6265,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",27.401822223926644
6266,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",37.493855464813734
6267,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",13.748821095075828
6268,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",1.8364556854184886
6269,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",49.808129603393255
6270,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",42.612225773695904
6271,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",287.8500415038883
6272,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",20.972503331806447
6273,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",2.8652143061753845
6274,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",35.31099427597358
6275,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",50.86686023907093
6276,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",11.155117622454238
6277,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",7.966217493998778
6278,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",10.152899948100174
6279,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",22.73647161456898
6280,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",25.63153771898045
6281,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",28.723289533485698
6282,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",100.64176833196545
6283,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",4.2168659209981065
6284,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",11.87138273669218
6285,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",2.5766527391389427
6286,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",2.791374407957361
6287,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",7.663161912310698
6288,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",9.130903073278342
6289,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",5.997740633445265
6290,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",35.976137116338194
6291,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",6.237786808360539
6292,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",41.38847390853109
6293,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",33.58284401530391
6294,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",11.342967001254307
6295,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",5.697026684511113
6296,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",19.720275561460152
